0,14134,26304,25577,13342,37752,42367,37475,39858,38124,38988,39204,39790,45551,34490,42428,32868,41728,43600,57310,41220,36423,45362,52880,45995,44943,44100,50457,42108,39172,53678,54006,39885,56533,44451,30175,18289,23019,32617,34418,42737,43865,43164,43054,44707,43610,44306,51748,40485,43387,40980,40475,45858,41355,43738,43738,38559,47731,35629,24383,55331,40400,38968,26512,39739,35446,39395,40090,40582,40996,37670,40357,37971,39750,38370,41117,35923,39346,37133,37795,40963
12502,0,21465,20738,1156,32913,37972,32636,35019,33284,34149,34365,34951,64676,29651,37589,28029,36889,38761,58085,61299,31584,62707,48041,41156,40104,39261,67866,57558,58168,54453,54781,56895,57307,59177,25336,13450,18180,27777,32091,37898,39025,38325,38215,39867,38771,39467,70873,35646,38548,36141,35635,41019,36515,44513,44513,46061,48506,24116,19543,56106,48337,48523,24955,34900,30607,34556,35251,48518,53212,32831,53679,56520,54664,33531,36278,31084,34507,32294,32956,48899
25604,22230,0,2659,21438,11443,21149,11166,13549,16625,17770,12895,13481,19242,8181,16119,6559,15419,17291,16224,14911,13903,19053,26571,21676,18634,17750,24148,15799,12863,27001,13747,13576,17011,18142,14542,13172,7719,14141,19012,16428,22028,21021,20911,18398,17301,17997,25439,14176,17078,14672,14166,19549,15046,8087,8087,7359,21054,2651,10477,28654,9200,12664,7079,13430,9137,13086,13781,9382,14687,11361,14048,11662,13441,12061,9917,9614,8146,10824,11491,9763
25439,22065,1162,0,21273,12611,22317,12334,14717,17792,18938,14063,14649,20409,9348,17287,7726,16586,18459,17391,16078,15070,20220,27738,22843,19801,18917,25315,16966,14031,28163,14914,14744,18179,19310,12918,13007,7555,12517,20180,17596,23195,22188,22079,19565,18468,19165,26607,15343,18246,15839,15333,20716,16213,9249,9249,8521,17567,3814,10313,29816,10363,13826,6914,14598,10304,14254,14948,10544,15854,12529,15215,12830,14608,13228,11079,10782,9308,11992,12653,10925
11346,1061,20308,19581,0,31757,36372,31480,33842,32128,32993,33209,33795,65600,28494,36433,26872,35732,37605,59009,35224,30427,39366,46884,39999,38947,38063,44461,58482,59092,55377,55705,57819,58231,60101,24180,12294,17023,26621,28422,36741,37869,37168,37058,38711,37614,38311,71797,34489,37392,34985,34479,39862,35359,45437,45437,32563,49430,22960,18387,57030,34405,49447,23799,33744,29450,33400,34094,34586,54136,31675,54603,57444,33754,32374,35121,29928,33350,31138,31799,34967
37246,33872,13790,14743,33080,0,12629,916,3382,5249,9250,4672,2348,9484,8012,7036,8908,6877,8208,13500,8252,8384,12837,21053,10954,13115,10377,18629,16259,11098,24555,16284,12518,11069,20679,10313,24814,14941,7754,7609,8205,14307,12798,12688,10175,9078,9774,16227,5093,9054,6448,5943,11326,6823,20217,20217,19489,20872,14782,22119,25750,16909,24795,18721,8353,11464,9769,8704,16580,16811,11218,14753,13990,14894,10324,13447,11942,15223,13152,14488,17184
41204,37830,23254,22527,37038,10568,0,11013,8634,5802,5086,9652,9281,8711,17823,10539,18719,13172,10309,17003,14547,18195,14938,24887,19774,14897,21543,23637,19762,17295,31930,22369,16022,14572,26765,14337,28772,20013,12826,11634,5694,3946,2939,2830,4852,4168,3724,13040,11304,7151,9322,8810,11229,9890,28566,28566,27838,26958,23130,31930,31835,22599,26096,25105,14648,19813,17786,16495,22875,22897,22037,23419,22338,24117,16619,23258,21752,23571,21500,22837,25307
36758,33384,13302,14255,32592,625,12141,0,3339,7913,8762,3271,2335,8996,7524,6548,8420,6389,7720,13012,7764,7896,12349,20565,10466,12628,9889,18141,15771,10610,24067,15796,12030,10581,20191,9826,24326,14454,7267,7122,7717,13820,12310,12200,9687,8590,9286,15739,4605,8566,5960,5455,10838,6335,19729,19729,19001,20384,14294,21631,25262,16421,24307,18233,7865,10976,9281,8216,16092,16323,10730,14265,13502,14406,9836,12960,11454,14735,12664,14000,16696
38859,35485,15404,16356,34693,3603,7730,3302,0,2907,6319,681,727,7179,9626,7302,10522,8491,7072,13766,9865,9998,11503,19021,9900,11463,9043,17638,16587,12711,22931,17897,14132,12682,18306,11470,26427,17154,9967,8767,5230,9197,8496,8387,5359,4262,4490,13251,5466,5224,3678,3172,8350,4052,21831,21831,21103,22486,16395,23733,27363,18522,26408,20334,9967,13078,11382,10317,18194,18425,12831,16367,15603,16507,11938,15061,13555,16836,14765,16102,18797
35949,34070,17988,18940,33278,6800,5890,7245,3028,0,4234,4046,3675,8088,12210,8989,13105,9021,8758,15452,10395,13603,13189,24833,11035,13149,10729,23583,18274,13242,24617,16841,14471,13021,19993,10569,25012,15955,9066,7866,6138,6632,5931,5821,4472,3376,4062,12986,7152,6133,5171,4659,9259,5738,24414,24414,23687,23624,18979,26317,30968,19052,24377,22918,10497,15661,11912,10848,18724,22030,13361,16897,18187,19965,12468,17645,16139,24474,17349,18685,19327
37583,35704,21128,20401,34912,8441,5464,8887,6992,4949,0,8014,7643,12439,15697,14720,16593,14562,15893,21184,15936,16069,20521,27266,18639,18708,18061,26016,23943,18782,32239,22573,19495,18753,28364,12211,26646,17887,10700,9508,8597,8616,7445,7335,7109,6426,5959,15419,12777,10483,9139,8626,10828,9706,27902,27902,27174,28557,22466,29804,33434,24368,32479,22979,16038,19149,17453,16388,24265,24495,18902,22438,21674,23452,18009,21132,19626,22907,20836,22173,29578
38170,34795,14714,15666,34004,3562,9054,3260,694,4097,7509,0,892,6807,8936,6682,9832,6714,6451,13145,8089,9308,10883,18401,9280,10843,8423,17018,15967,10935,22310,14534,12164,10714,17686,13574,25738,19258,12071,9984,4814,10414,9407,9297,6783,5687,6383,12836,4846,5464,3057,2551,7935,3431,21141,21141,20413,21317,15706,23043,26673,16745,25718,19645,8190,12388,9606,8541,16417,17735,11055,14590,14913,14731,10161,14371,12866,16146,14076,15412,22817
38439,35065,14984,15936,34273,2577,8548,2410,727,3726,7137,892,0,8015,9206,8229,10101,8070,7659,14693,9445,9577,12091,19609,10488,12050,9631,18225,17452,12291,25748,17477,13711,12262,21872,12289,26007,17973,10786,9585,6022,10016,9315,9205,6177,5081,5308,14043,6286,6672,4265,3759,9142,4639,21410,21410,20682,22065,15975,23313,26943,18102,25988,19914,9546,12657,10962,9897,17773,18004,12411,15946,15183,16087,11518,14641,13135,16416,14345,15681,18377
